Time,Source,Destination,Protocol,Length
5.460263,10.0.0.11,10.0.0.6,TCP,2962
5.4651,10.0.0.11,10.0.0.6,TCP,2962
5.469938,10.0.0.12,10.0.0.6,TCP,2962
5.47124,10.0.0.2,10.0.0.6,TCP,2962
5.474904,10.0.0.2,10.0.0.6,TCP,1514
5.474911,10.0.0.12,10.0.0.6,TCP,2962
5.47732,10.0.0.2,10.0.0.6,TCP,2962
5.48002,10.0.0.11,10.0.0.6,TCP,2962
5.482163,10.0.0.1,10.0.0.6,TCP,65226
5.536622,10.0.0.11,10.0.0.6,TCP,2962
5.539438,10.0.0.12,10.0.0.6,TCP,2962
5.541842,10.0.0.12,10.0.0.6,TCP,2962
5.543899,10.0.0.11,10.0.0.6,TCP,2962
5.546306,10.0.0.11,10.0.0.6,TCP,2962
5.549028,10.0.0.12,10.0.0.6,TCP,2962
5.551149,10.0.0.12,10.0.0.6,TCP,2962
5.553588,10.0.0.11,10.0.0.6,TCP,2962
5.556009,10.0.0.11,10.0.0.6,TCP,2962
5.558482,10.0.0.12,10.0.0.6,TCP,2962
5.563691,10.0.0.12,10.0.0.6,TCP,2962
5.568101,10.0.0.11,10.0.0.6,TCP,2962
5.572963,10.0.0.11,10.0.0.6,TCP,2962
5.577851,10.0.0.12,10.0.0.6,TCP,2962
5.58308,10.0.0.12,10.0.0.6,TCP,2962
5.5876,10.0.0.11,10.0.0.6,TCP,2962
5.591171,10.0.0.1,10.0.0.6,TCP,65226
5.644412,10.0.0.11,10.0.0.6,TCP,2962
5.646839,10.0.0.12,10.0.0.6,TCP,2962
5.649294,10.0.0.12,10.0.0.6,TCP,2962
5.651897,10.0.0.11,10.0.0.6,TCP,2962
5.654444,10.0.0.11,10.0.0.6,TCP,2962
5.656515,10.0.0.12,10.0.0.6,TCP,2962
5.659166,10.0.0.12,10.0.0.6,TCP,2962
5.661382,10.0.0.11,10.0.0.6,TCP,2962
5.663817,10.0.0.11,10.0.0.6,TCP,2962
5.666333,10.0.0.12,10.0.0.6,TCP,2962
5.671502,10.0.0.12,10.0.0.6,TCP,2962
5.676007,10.0.0.11,10.0.0.6,TCP,2962
5.680799,10.0.0.11,10.0.0.6,TCP,1514
