Time,Source,Destination,Protocol,Length
153.609508,10.0.0.2,10.0.0.6,TCP,574
153.609558,10.0.0.6,10.0.0.2,TCP,54
153.610951,10.0.0.2,10.0.0.6,TCP,574
153.610975,10.0.0.6,10.0.0.2,TCP,54
153.616133,10.0.0.2,10.0.0.6,TCP,574
153.616172,10.0.0.6,10.0.0.2,TCP,54
153.621483,10.0.0.2,10.0.0.6,TCP,574
153.621507,10.0.0.6,10.0.0.2,TCP,54
153.623963,10.0.0.2,10.0.0.6,TCP,574
153.624001,10.0.0.6,10.0.0.2,TCP,54
153.627304,10.0.0.2,10.0.0.6,TCP,574
153.62734,10.0.0.6,10.0.0.2,TCP,54
153.631023,10.0.0.2,10.0.0.6,TCP,574
153.631046,10.0.0.6,10.0.0.2,TCP,54
153.634602,10.0.0.2,10.0.0.6,TCP,574
153.634623,10.0.0.6,10.0.0.2,TCP,54
153.636265,10.0.0.2,10.0.0.6,TCP,574
153.636279,10.0.0.6,10.0.0.2,TCP,54
153.654492,10.0.0.2,10.0.0.6,TCP,574
153.65454,10.0.0.6,10.0.0.2,TCP,54
153.65608,10.0.0.2,10.0.0.6,PPTP,574
153.656093,10.0.0.6,10.0.0.2,TCP,54
153.659419,10.0.0.2,10.0.0.6,TCP,574
153.659433,10.0.0.6,10.0.0.2,TCP,54
153.662724,10.0.0.2,10.0.0.6,TCP,574
153.662733,10.0.0.6,10.0.0.2,TCP,54
153.666062,10.0.0.2,10.0.0.6,TCP,574
153.66607,10.0.0.6,10.0.0.2,TCP,54
153.669403,10.0.0.2,10.0.0.6,TCP,574
153.669412,10.0.0.6,10.0.0.2,TCP,54
153.678732,10.0.0.2,10.0.0.6,TCP,574
153.678756,10.0.0.6,10.0.0.2,TCP,54
153.680699,10.0.0.2,10.0.0.6,TCP,574
153.68071,10.0.0.6,10.0.0.2,TCP,54
153.682891,10.0.0.2,10.0.0.6,TCP,574
153.682904,10.0.0.6,10.0.0.2,TCP,54
153.686372,10.0.0.2,10.0.0.6,TCP,574
153.686384,10.0.0.6,10.0.0.2,TCP,54
